domicilio_id;numero_residentes;banheiros;quartos;veiculos;bicicletas;motos;tipo_imovel;renda;condicao_moradia;agua_encanada;rua_pavimentada;vaga_propria_estacionamento;ano_veiculo_mais_recente;empregados_domesticos;tv_cabo;recebe_bolsa_familia;fexp_domicilio;macrozona;regiao_administrativa
104945;3;2;3;2;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;31,2707;241;Vicente Pires
104946;4;4;3;2;2;0;Casa de Alvenaria;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;38,5154;241;Vicente Pires
104947;5;3;3;3;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;39,8711;241;Vicente Pires
104948;6;3;3;2;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;56,5529;241;Vicente Pires
104963;3;6;4;2;2;1;Casa de Alvenaria;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;38,8479;243;Vicente Pires
104965;6;2;2;1;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Não Possui;Não;77,445;243;Vicente Pires
104966;5;4;4;3;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;65,3738;243;Vicente Pires
104967;5;3;3;2;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;65,3738;243;Vicente Pires
105058;4;1;3;1;2;1;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;33,2475;314;Taguatinga
105059;4;1;2;0;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;33,2475;314;Taguatinga
105060;3;1;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;39,5553;314;Taguatinga
105061;5;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;73,0656;314;Taguatinga
105062;3;2;3;2;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;39,5553;314;Taguatinga
105063;6;1;2;2;2;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;66,7578;314;Taguatinga
105064;2;2;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;47,3087;314;Taguatinga
105065;7;1;2;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;66,7578;314;Taguatinga
105066;2;1;2;1;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;47,3087;314;Taguatinga
105117;2;2;4;1;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;41,387;344;Ceilândia
105118;2;1;2;1;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;41,387;344;Ceilândia
105119;1;3;4;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;53,8058;344;Ceilândia
105120;3;2;3;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;50,8677;344;Ceilândia
105121;2;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;41,387;344;Ceilândia
105122;3;1;1;1;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;50,8677;344;Ceilândia
105123;2;1;2;0;1;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;41,387;344;Ceilândia
105124;4;2;3;2;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;56,4446;344;Ceilândia
105157;3;2;4;1;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;49,3024;624;Planaltina
105158;3;2;2;1;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;49,3024;624;Planaltina
105159;4;2;3;0;1;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;62,5298;624;Planaltina
105160;5;2;3;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;73,2194;624;Planaltina
105162;3;1;2;1;1;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;49,3024;624;Planaltina
105163;2;1;2;0;0;0;Apartamento;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;38,5454;624;Planaltina
105164;4;3;4;1;1;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2000 a 2004;Sim, Diarista;Possui;Não;62,5298;624;Planaltina
105167;2;1;1;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;38,5454;624;Planaltina
105168;3;2;2;0;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;49,3024;624;Planaltina
105233;3;2;3;2;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;38,8479;243;Vicente Pires
105235;3;3;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Possui;Não;38,8479;243;Vicente Pires
105237;1;2;3;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;72,8869;243;Vicente Pires
105241;4;4;4;3;3;0;Casa de Alvenaria;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Não Possui;Não;51,357;243;Vicente Pires
105243;5;4;3;5;2;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;65,3738;243;Vicente Pires
105245;4;4;3;2;3;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;51,357;243;Vicente Pires
105307;4;3;3;1;3;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Possui;Não;48,049;343;Ceilândia
105308;1;1;1;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Cedida;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;63,7013;343;Ceilândia
105310;2;2;3;1;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;Não Sabe;Não Possui;Possui;Não;55,6888;343;Ceilândia
105349;3;1;2;2;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;37,7015;133;Cruzeiro
105363;3;1;2;0;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;37,7015;133;Cruzeiro
105370;2;1;2;0;0;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;37,6225;133;Cruzeiro
105372;3;2;3;0;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;37,7015;133;Cruzeiro
105374;4;2;3;2;0;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;36,3577;133;Cruzeiro
105376;4;2;3;1;2;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;36,3577;133;Cruzeiro
105404;4;1;2;0;0;0;Alvenaria Inacabada;Não respondeu;Cedida;Sim, só na propriedade ou terreno;Terra, cascalho;Possui;NA;Não Possui;Não Possui;Sim;39,1207;253;Águas Claras
105405;3;1;2;1;0;0;Alvenaria Inacabada;Não respondeu;Alugada;Não;Terra, cascalho;Possui;Não Sabe;Não Possui;Não Possui;Não;71,4785;253;Águas Claras
105406;4;3;5;2;1;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Outros;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;39,1207;253;Águas Claras
105407;4;3;3;2;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Sim;39,1207;253;Águas Claras
105430;1;2;3;1;0;0;Casa de Alvenaria;Sem Renda;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;42,3511;351;Samambaia
105431;5;1;2;1;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;58,0946;351;Samambaia
105432;5;2;2;0;1;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,0946;351;Samambaia
105433;2;2;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;54,1457;351;Samambaia
105434;5;1;3;0;0;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,0946;351;Samambaia
105456;3;1;3;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;56,2509;344;Ceilândia
105463;4;2;3;0;1;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, só na propriedade ou terreno;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;52,3694;414;Gama
105464;2;2;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;40,3711;412;Gama
105465;4;2;3;2;2;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;60,4347;412;Gama
105466;1;2;3;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;47,483;414;Gama
105467;2;2;2;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;53,3517;414;Gama
105468;3;2;3;2;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;44,3567;414;Gama
105591;3;2;3;0;1;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;29,1957;122;Plano Piloto
105592;3;2;3;1;0;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;Não Sabe;Sim, Diarista;Possui;Não;29,1957;122;Plano Piloto
105593;1;1;1;1;0;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2010 a 2013;Sim, Diarista;Possui;Não;34,682;122;Plano Piloto
105594;3;2;3;1;3;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;2010 a 2013;Sim, Diarista;Possui;Não;29,1957;122;Plano Piloto
105604;1;1;1;0;0;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;34,682;122;Plano Piloto
105666;3;1;2;0;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;41,723;221;Guará
105683;2;1;2;1;1;0;Apartamento;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;51,4437;223;Guará
105684;4;2;3;2;0;0;Casa de Alvenaria;De R$ 17.600,00 a R$ 22.000,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;74,2723;223;Guará
105685;2;1;2;1;0;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;51,4437;223;Guará
105686;3;3;3;2;2;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Possui;Não;47,483;223;Guará
105738;1;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Não Possui;Não Possui;Não;88,2626;312;Taguatinga
105739;4;2;3;1;1;1;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;66,424;312;Taguatinga
105740;2;3;4;3;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;58,4987;312;Taguatinga
105741;1;1;2;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;88,2626;312;Taguatinga
105742;3;3;3;1;1;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Possui;Não;56,291;312;Taguatinga
105743;6;1;1;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;58,6687;312;Taguatinga
105744;6;2;4;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;58,6687;312;Taguatinga
105745;3;2;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;56,291;312;Taguatinga
105746;2;2;3;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Sim, Residente;Possui;Não;58,4987;312;Taguatinga
105805;4;2;2;1;3;0;Apartamento;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;55,2396;257;Águas Claras Vertical
105806;1;3;4;0;2;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Sim, Diarista;Não Possui;Não;50,033;257;Águas Claras Vertical
105807;3;3;3;1;3;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Diarista;Possui;Não;55,9153;257;Águas Claras Vertical
105808;2;1;1;0;0;0;Apartamento;Não respondeu;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;61,5404;257;Águas Claras Vertical
105849;1;2;2;0;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;43,8123;313;Taguatinga
105850;2;1;2;2;2;1;Apartamento;De R$ 17.600,00 a R$ 22.000,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;36,8182;313;Taguatinga
105867;2;2;2;1;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;54,9124;258;Águas Claras Vertical
105941;4;1;2;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1995 a 1999;Não Possui;Não Possui;Não;48,049;343;Ceilândia
105942;3;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;58,116;343;Ceilândia
105943;4;2;3;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;48,049;343;Ceilândia
105944;3;1;3;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
105945;2;1;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;55,6888;343;Ceilândia
105946;2;1;2;0;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Possui;Não;55,6888;343;Ceilândia
105947;2;1;2;1;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Não Possui;Não;55,6888;343;Ceilândia
105948;3;1;2;0;0;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Possui;Não;58,116;343;Ceilândia
105976;3;2;3;2;0;0;Apartamento;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Não Possui;Não;55,9153;257;Águas Claras Vertical
106132;2;1;2;1;0;0;Casa de Alvenaria;De R$ 880,00 a R$ 1.760,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2000 a 2004;Não Possui;Possui;Não;53,3564;364;Recanto das Emas
106133;5;1;1;0;0;0;Casa de Alvenaria;Até R$ 440,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Sim;47,1663;364;Recanto das Emas
106134;6;1;2;0;0;0;Apartamento;De R$ 440,00 a R$ 880,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;49,7543;364;Recanto das Emas
106135;6;1;2;0;2;0;Casa de Alvenaria;De R$ 1.760,00 a R$ 2.640,00;Alugada;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Sim;49,7543;364;Recanto das Emas
106137;2;1;2;1;0;0;Casa de Alvenaria;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Não Possui;Não;35,2753;364;Recanto das Emas
106565;2;1;2;0;1;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;51,5861;412;Gama
106566;3;1;3;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;NA;Não Possui;Não Possui;Não;42,0604;412;Gama
106567;4;3;3;2;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Sim, Diarista;Possui;Não;56,8828;412;Gama
106568;3;2;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;42,0604;412;Gama
106569;2;2;2;1;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;51,5861;412;Gama
106590;2;2;3;1;1;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;1989 ou Mais Antigo;Não Possui;Possui;Não;31,8555;313;Taguatinga
106591;5;3;4;6;0;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;46,6528;313;Taguatinga
106593;3;3;2;2;3;0;Casa de Alvenaria;De R$ 8.800,00 a R$ 13.200,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2010 a 2013;Sim, Mensalista;Possui;Não;27,2068;313;Taguatinga
106612;4;1;2;2;2;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Mensalista;Possui;Não;55,2396;257;Águas Claras Vertical
106815;3;1;2;2;0;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2005 a 2009;Não Possui;Possui;Não;31,5097;132;Sudoeste/Octogonal
106816;2;2;2;2;0;0;Apartamento;Não respondeu;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;33,2155;132;Sudoeste/Octogonal
106911;1;2;2;0;0;0;Casa de Alvenaria;De R$ 440,00 a R$ 880,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Não Possui;NA;Não Possui;Não Possui;Não;21,5147;241;Vicente Pires
106912;5;2;3;1;0;0;Casa de Alvenaria;De R$ 2.640,00 a R$ 4.400,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Não Possui;Não Possui;Não;39,8711;241;Vicente Pires
106913;2;5;3;2;1;0;Casa de Alvenaria;De R$ 4.400,00 a R$ 8.800,00;Própria;Sim, em pelo menos um cômodo;Asfaltada, pavimentada;Possui;2014 ou Mais Recente;Sim, Diarista;Possui;Não;28,8276;241;Vicente Pires
